,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,description
88,69,Bellsprout,Knofensa,マダツボミ (Madatsubomi),1,0,0,0,Flower Pokémon,2,Grass,Poison,0.7,4.0,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255,70,60,Medium Slow,1,Grass,,50.0,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,"It prefers hot and humid environments. It is quick at capturing prey with its vines."
89,70,Weepinbell,Ultrigaria,ウツドン (Utsudon),1,0,0,0,Flycatcher Pokémon,2,Grass,Poison,1.0,6.4,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120,70,137,Medium Slow,1,Grass,,50.0,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,"A Pokémon that appears to be a plant. It captures unwary prey by dousing them with a toxic powder."
90,71,Victreebel,Sarzenia,ウツボット (Utsubot),1,0,0,0,Flycatcher Pokémon,2,Grass,Poison,1.7,15.5,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45,70,221,Medium Slow,1,Grass,,50.0,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,"It pools in its mouth a fluid with a honeylike scent, which is really an acid that dissolves anything."
91,72,Tentacool,Tentacha,メノクラゲ (Menokurage),1,0,0,0,Jellyfish Pokémon,2,Water,Poison,0.9,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190,70,67,Slow,1,Water 3,,50.0,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,"Because its body is almost entirely composed of water, it shrivels up if it is washed ashore."
92,73,Tentacruel,Tentoxa,ドククラゲ (Dokukurage),1,0,0,0,Jellyfish Pokémon,2,Water,Poison,1.6,55.0,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60,70,180,Slow,1,Water 3,,50.0,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,"It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape."
93,74,Geodude,Kleinstein,イシツブテ (Isitsubute),1,0,0,0,Rock Pokémon,2,Rock,Ground,0.4,20.0,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily."
95,75,Graveler,Georok,ゴローン (Golone),1,0,0,0,Rock Pokémon,2,Rock,Ground,1.0,105.0,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty."
97,76,Golem,Geowaz,ゴローニャ (Golonya),1,0,0,0,Megaton Pokémon,2,Rock,Ground,1.4,300.0,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year."
99,77,Ponyta,Ponita,ポニータ (Ponyta),1,0,0,0,Fire Horse Pokémon,1,Fire,,1.0,30.0,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190.0,70.0,82.0,Medium Fast,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
101,78,Rapidash,Gallopa,ギャロップ (Gallop),1,0,0,0,Fire Horse Pokémon,1,Fire,,1.7,95.0,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance."
103,79,Slowpoke,Flegmon,ヤドン (Yadon),1,0,0,0,Dopey Pokémon,2,Water,Psychic,1.2,36.0,3,Oblivious,Own Tempo,Regenerator,315.0,90.0,65.0,65.0,40.0,40.0,15.0,190.0,70.0,63.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
104,80,Slowbro,Lahmus,ヤドラン (Yadoran),1,0,0,0,Hermit Crab Pokémon,2,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490.0,95.0,75.0,110.0,100.0,80.0,30.0,75.0,70.0,172.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"Though usually dim witted, it seems to become inspired if the Shellder on its tail bites down."
106,81,Magnemite,Magnetilo,コイル (Coil),1,0,0,0,Magnet Pokémon,2,Electric,Steel,0.3,6.0,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190,70,65,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,"The faster the units at its sides rotate, the greater the magnetic force they generate."
107,82,Magneton,Magneton,レアコイル (Rarecoil),1,0,0,0,Magnet Pokémon,2,Electric,Steel,1.0,60.0,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60,70,163,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,"Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly."
108,83,Farfetch'd,Porenta,カモネギ (Kamonegi),1,0,0,0,Wild Duck Pokémon,2,Normal,Flying,0.8,15.0,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45.0,70.0,132.0,Medium Fast,2,Field,Flying,50.0,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life."
110,84,Doduo,Dodu,ドードー (Dodo),1,0,0,0,Twin Bird Pokémon,2,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190,70,62,Medium Fast,1,Flying,,50.0,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"The brains in its two heads appear to communicate emotions to each other with a telepathic power."
111,85,Dodrio,Dodri,ドードリオ (Dodorio),1,0,0,0,Triple Bird Pokémon,2,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45,70,165,Medium Fast,1,Flying,,50.0,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
112,86,Seel,Jurob,パウワウ (Pawou),1,0,0,0,Sea Lion Pokémon,1,Water,,1.1,90.0,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190,70,65,Medium Fast,2,Field,Water 1,50.0,20,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1,"A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice."
113,87,Dewgong,Jugong,ジュゴン (Jugon),1,0,0,0,Sea Lion Pokémon,2,Water,Ice,1.7,120.0,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75,70,166,Medium Fast,2,Field,Water 1,50.0,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1,"In snow, the pure white coat covering its body obscures it from predators."
114,88,Grimer,Sleima,ベトベター (Betbeter),1,0,0,0,Sludge Pokémon,1,Poison,,0.9,30.0,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth."
116,89,Muk,Sleimok,ベトベトン (Betbeton),1,0,0,0,Sludge Pokémon,1,Poison,,1.2,30.0,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"A toxic fluid seeps from its body. The fluid instantly kills plants and trees on contact."
118,90,Shellder,Muschas,シェルダー (Shellder),1,0,0,0,Bivalve Pokémon,1,Water,,0.3,4.0,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190,70,61,Slow,1,Water 3,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out."
119,91,Cloyster,Austos,パルシェン (Parshen),1,0,0,0,Bivalve Pokémon,2,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60,70,184,Slow,1,Water 3,,50.0,20,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"It fights by keeping its shell tightly shut for protection and by shooting spikes to repel foes."
120,92,Gastly,Nebulak,ゴース (Ghos),1,0,0,0,Gas Pokémon,2,Ghost,Poison,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190,70,62,Medium Slow,1,Amorphous,,50.0,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
121,93,Haunter,Alpollo,ゴースト (Ghost),1,0,0,0,Gas Pokémon,2,Ghost,Poison,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90,70,142,Medium Slow,1,Amorphous,,50.0,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5,"It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering."
122,94,Gengar,Gengar,ゲンガー (Gangar),1,0,0,0,Shadow Pokémon,2,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45,70,225,Medium Slow,1,Amorphous,,50.0,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,"The leer that floats in darkness belongs to a Gengar delighting in casting curses on people."
124,95,Onix,Onix,イワーク (Iwark),1,0,0,0,Rock Snake Pokémon,2,Rock,Ground,8.8,210.0,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45,70,77,Medium Fast,1,Mineral,,50.0,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"It burrows through the ground at a speed of 50 mph while feeding on large boulders."
125,96,Drowzee,Traumato,スリープ (Sleepe),1,0,0,0,Hypnosis Pokémon,1,Psychic,,1.0,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190,70,66,Medium Fast,1,Human-Like,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"It can tell what people are dreaming by sniffing with its big nose. It loves fun dreams."
126,97,Hypno,Hypno,スリーパー (Sleeper),1,0,0,0,Hypnosis Pokémon,1,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75,70,169,Medium Fast,1,Human-Like,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"Seeing its swinging pendulum can induce sleep in three seconds, even in someone who just woke up."
127,98,Krabby,Krabby,クラブ (Crab),1,0,0,0,River Crab Pokémon,1,Water,,0.4,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225,70,65,Medium Fast,1,Water 3,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle."
128,99,Kingler,Kingler,キングラー (Kingler),1,0,0,0,Pincer Pokémon,1,Water,,1.3,60.0,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60,70,166,Medium Fast,1,Water 3,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"The larger pincer has 10,000- horsepower strength. However, it is so heavy, it is difficult to aim."
129,100,Voltorb,Voltobal,ビリリダマ (Biriridama),1,0,0,0,Ball Pokémon,1,Electric,,0.5,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190,70,66,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on touch."
130,101,Electrode,Lektrobal,マルマイン (Marumine),1,0,0,0,Ball Pokémon,1,Electric,,1.2,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60,70,172,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"It is known to drift on winds if it is bloated to bursting with stored electricity."
131,102,Exeggcute,Owei,タマタマ (Tamatama),1,0,0,0,Egg Pokémon,2,Grass,Psychic,0.4,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90,70,65,Slow,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,"Its six eggs converse using telepathy. They can quickly gather if they become separated."
132,103,Exeggutor,Kokowei,ナッシー (Nassy),1,0,0,0,Coconut Pokémon,2,Grass,Psychic,2.0,120.0,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45,70,186,Slow,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,"It is called “The Walking Jungle.” If a head grows too big, it falls off and becomes an Exeggcute."
134,104,Cubone,Tragosso,カラカラ (Karakara),1,0,0,0,Lonely Pokémon,1,Ground,,0.4,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190,70,64,Medium Fast,1,Monster,,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly."
135,105,Marowak,Knogga,ガラガラ (Garagara),1,0,0,0,Bone Keeper Pokémon,1,Ground,,1.0,45.0,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"From its birth, this savage Pokémon constantly holds bones. It is skilled in using them as weapons."
137,106,Hitmonlee,Kicklee,サワムラー (Sawamular),1,0,0,0,Kicking Pokémon,1,Fighting,,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45,70,159,Medium Fast,1,Human-Like,,100.0,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"Its legs can stretch double. First-time foes are startled by its extensible reach."
138,107,Hitmonchan,Nockchan,エビワラー (Ebiwalar),1,0,0,0,Punching Pokémon,1,Fighting,,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45,70,159,Medium Fast,1,Human-Like,,100.0,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting."
139,108,Lickitung,Schlurp,ベロリンガ (Beroringa),1,0,0,0,Licking Pokémon,1,Normal,,1.2,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45,70,77,Medium Fast,1,Monster,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"When it extends its over-six-foot- long tongue, its tail quivers. There is a possibility they are connected."
140,109,Koffing,Smogon,ドガース (Dogars),1,0,0,0,Poison Gas Pokémon,1,Poison,,0.6,1.0,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190,70,68,Medium Fast,1,Amorphous,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive."
141,110,Weezing,Smogmog,マタドガス (Matadogas),1,0,0,0,Poison Gas Pokémon,1,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60.0,70.0,172.0,Medium Fast,1,Amorphous,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5,"It grows by feeding on gases released by garbage. Though very rare, triplets have been found."
143,111,Rhyhorn,Rihorn,サイホーン (Sihorn),1,0,0,0,Spikes Pokémon,2,Ground,Rock,1.0,115.0,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120,70,69,Slow,2,Field,Monster,50.0,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"Its powerful tackles can destroy anything. However, it is too slow witted to help people work."
144,112,Rhydon,Rizeros,サイドン (Sidon),1,0,0,0,Drill Pokémon,2,Ground,Rock,1.9,120.0,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60,70,170,Slow,2,Field,Monster,50.0,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"Standing on its hind legs freed its forelegs and made it smarter. It is very forgetful, however."
145,113,Chansey,Chaneira,ラッキー (Lucky),1,0,0,0,Egg Pokémon,1,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30,140,395,Fast,1,Fairy,,0.0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"A kindly Pokémon that lays highly nutritious eggs and shares them with injured Pokémon or people."
146,114,Tangela,Tangela,モンジャラ (Monjara),1,0,0,0,Vine Pokémon,1,Grass,,1.0,35.0,3,Chlorophyll,Leaf Guard,Regenerator,435,65,55,115,100,40,60,45,70,87,Medium Fast,1,Grass,,50.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"The blue vines shrouding its body are covered in a growth of fine hair. It is known to be ticklish."
147,115,Kangaskhan,Kangama,ガルーラ (Garura),1,0,0,0,Parent Pokémon,1,Normal,,2.2,80.0,3,Early Bird,Scrappy,Inner Focus,490,105,95,80,40,80,90,45,70,172,Medium Fast,1,Monster,,0.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe."
149,116,Horsea,Seeper,タッツー (Tattu),1,0,0,0,Dragon Pokémon,1,Water,,0.4,8.0,3,Swift Swim,Sniper,Damp,295,30,40,70,70,25,60,225,70,59,Medium Fast,2,Dragon,Water 1,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees."
150,117,Seadra,Seemon,シードラ (Seadra),1,0,0,0,Dragon Pokémon,1,Water,,1.2,25.0,3,Poison Point,Sniper,Damp,440,55,65,95,95,45,85,75,70,154,Medium Fast,2,Dragon,Water 1,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients."
151,118,Goldeen,Goldini,トサキント (Tosakinto),1,0,0,0,Goldfish Pokémon,1,Water,,0.6,15.0,3,Swift Swim,Water Veil,Lightning Rod,320,45,67,60,35,50,63,225,70,64,Medium Fast,1,Water 2,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn."
152,119,Seaking,Golking,アズマオウ (Azumao),1,0,0,0,Goldfish Pokémon,1,Water,,1.3,39.0,3,Swift Swim,Water Veil,Lightning Rod,450,80,92,65,65,80,68,60,70,158,Medium Fast,1,Water 2,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
153,120,Staryu,Sterndu,ヒトデマン (Hitodeman),1,0,0,0,Star Shape Pokémon,1,Water,,0.8,34.5,3,Illuminate,Natural Cure,Analytic,340,30,45,55,70,55,85,225,70,68,Slow,1,Water 3,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight."
154,121,Starmie,Starmie,スターミー (Starmie),1,0,0,0,Mysterious Pokémon,2,Water,Psychic,1.1,80.0,3,Illuminate,Natural Cure,Analytic,520,60,75,85,100,85,115,60,70,182,Slow,1,Water 3,,,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"At the center of its body is a red core, which sends mysterious radio signals into the night sky."
155,122,Mr. Mime,Pantimos,バリヤード (Barrierd),1,0,0,0,Barrier Pokémon,2,Psychic,Fairy,1.3,54.5,3,Soundproof,Filter,Technician,460,40,45,65,100,120,90,45.0,70.0,161.0,Medium Fast,1,Human-Like,,50.0,25,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air."
157,123,Scyther,Sichlor,ストライク (Strike),1,0,0,0,Mantis Pokémon,2,Bug,Flying,1.5,56.0,3,Swarm,Technician,Steadfast,500,70,110,80,55,80,105,45,70,100,Medium Fast,1,Bug,,50.0,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"The sharp scythes on its forearms become increasingly sharp by cutting through hard objects."
158,124,Jynx,Rossana,ルージュラ (Rougela),1,0,0,0,Human Shape Pokémon,2,Ice,Psychic,1.4,40.6,3,Oblivious,Forewarn,Dry Skin,455,65,50,35,115,95,95,45,70,159,Medium Fast,1,Human-Like,,0.0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
159,125,Electabuzz,Elektek,エレブー (Eleboo),1,0,0,0,Electric Pokémon,1,Electric,,1.1,30.0,2,Static,,Vital Spirit,490,65,83,57,95,85,105,45,70,172,Medium Fast,1,Human-Like,,75.0,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime."
160,126,Magmar,Magmar,ブーバー (Boober),1,0,0,0,Spitfire Pokémon,1,Fire,,1.3,44.5,2,Flame Body,,Vital Spirit,495,65,95,57,100,85,93,45,70,173,Medium Fast,1,Human-Like,,75.0,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"When it breathes deeply, heat waves form around its body, making it hard to see clearly."
161,127,Pinsir,Pinsir,カイロス (Kailios),1,0,0,0,Stag Beetle Pokémon,1,Bug,,1.5,55.0,3,Hyper Cutter,Mold Breaker,Moxie,500,65,125,100,55,70,85,45,70,175,Slow,1,Bug,,50.0,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
163,128,Tauros,Tauros,ケンタロス (Kentauros),1,0,0,0,Wild Bull Pokémon,1,Normal,,1.4,88.4,3,Intimidate,Anger Point,Sheer Force,490,75,100,95,40,70,110,45,70,172,Slow,1,Field,,100.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
164,129,Magikarp,Karpador,コイキング (Koiking),1,0,0,0,Fish Pokémon,1,Water,,0.9,10.0,2,Swift Swim,,Rattled,200,20,10,55,15,20,80,255,70,40,Slow,2,Dragon,Water 2,50.0,5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though."
165,130,Gyarados,Garados,ギャラドス (Gyarados),1,0,0,0,Atrocious Pokémon,2,Water,Flying,6.5,235.0,2,Intimidate,,Moxie,540,95,125,79,60,100,81,45,70,189,Slow,2,Dragon,Water 2,50.0,5,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
167,131,Lapras,Lapras,ラプラス (Laplace),1,0,0,0,Transport Pokémon,2,Water,Ice,2.5,220.0,3,Water Absorb,Shell Armor,Hydration,535,130,85,80,85,95,60,45,70,187,Slow,2,Monster,Water 1,50.0,40,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,"It loves crossing the sea with people and Pokémon on its back. It understands human speech."
168,132,Ditto,Ditto,メタモン (Metamon),1,0,0,0,Transform Pokémon,1,Normal,,0.3,4.0,2,Limber,,Imposter,288,48,48,48,48,48,48,35,70,101,Medium Fast,1,Ditto,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It has the ability to reconstitute its entire cellular structure to transform into whatever it sees."
169,133,Eevee,Evoli,イーブイ (Eievui),1,0,0,0,Evolution Pokémon,1,Normal,,0.3,6.5,3,Run Away,Adaptability,Anticipation,325,55,55,50,45,65,55,45,70,65,Medium Fast,1,Field,,87.5,35,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes."
171,134,Vaporeon,Aquana,シャワーズ (Showers),1,0,0,0,Bubble Jet Pokémon,1,Water,,1.0,29.0,2,Water Absorb,,Hydration,525,130,65,60,110,95,65,45,70,184,Medium Fast,1,Field,,87.5,35,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"Its cell composition is similar to water molecules. As a result, it can melt away into water."
172,135,Jolteon,Blitza,サンダース (Thunders),1,0,0,0,Lightning Pokémon,1,Electric,,0.8,24.5,2,Volt Absorb,,Quick Feet,525,65,65,60,110,95,130,45,70,184,Medium Fast,1,Field,,87.5,35,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"If agitated, it uses electricity to straighten out its fur and launch it in small bunches."
173,136,Flareon,Flamara,ブースター (Booster),1,0,0,0,Flame Pokémon,1,Fire,,0.9,25.0,2,Flash Fire,,Guts,525,65,130,60,95,110,65,45,70,184,Medium Fast,1,Field,,87.5,35,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit."
